Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.1607781433271349,0.4184661206254654,0.20822752666328084,0.23230339981399192,0.1607781433271349,0.4184661206254654,0.20822752666328084,0.23230339981399192,1124,410,5867,1562,7113,0,00:00:00,-,-,-
CLASSES,0.1607781433271349,0.4184661206254654,0.20822752666328084,0.23230339981399192,0.1607781433271349,0.4184661206254654,0.20822752666328084,0.23230339981399192,1124,410,5867,1562,7113,-,-,-,-,-
PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,-,-,-
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,-,-,-
