Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.6811357954215097,0.525918994038045,0.0,0.5935476259396212,0.6593886462882096,0.49508196721311476,0.0,0.5655430711610487,151,0,78,154,229,28787086057,00:00:28,0.5,SYNONYMY,AlodClassic_MinConf_0.5
CLASSES,0.7976911976911977,0.5866198168666296,0.0,0.6760640627499469,0.7833333333333333,0.5444015444015444,0.0,0.642369020501139,141,0,39,118,180,-,-,0.5,SYNONYMY,AlodClassic_MinConf_0.5
PROPERTIES,0.12486772486772486,0.13015873015873014,0.0,0.12745834156622537,0.20408163265306123,0.21739130434782608,0.0,0.2105263157894737,10,0,39,36,49,-,-,0.5,SYNONYMY,AlodClassic_MinConf_0.5
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY,AlodClassic_MinConf_0.5
