Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.6585017947799902,0.5755153388746643,0.10236568986568988,0.6142181874736261,0.6360153256704981,0.5442622950819672,0.09803921568627451,0.5865724381625442,166,15,95,139,261,44746711948,00:00:44,0.5,SYNONYMY_OR_HYPERNYMY,WikidataKnowledgeSource
CLASSES,0.7892984000126857,0.6340911404167369,0.09960317460317461,0.7032328233101356,0.7738693467336684,0.5945945945945946,0.11016949152542373,0.6724890829694322,154,13,45,105,199,-,-,0.5,SYNONYMY_OR_HYPERNYMY,WikidataKnowledgeSource
PROPERTIES,0.11587301587301586,0.1634920634920635,0.03968253968253968,0.1356240981240981,0.1935483870967742,0.2608695652173913,0.05714285714285714,0.2222222222222222,12,2,50,34,62,-,-,0.5,SYNONYMY_OR_HYPERNYMY,WikidataKnowledgeSource
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY_OR_HYPERNYMY,WikidataKnowledgeSource
