Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.934640522875817,0.7546174142480211,0.2144469525959368,0.8350364963503649,0.934640522875817,0.7546174142480211,0.2144469525959368,0.8350364963503649,1144,95,80,372,1224,1046029262107,00:17:26,0.5,SYNONYMY_OR_HYPERNYMY,BabelNet Symbolic
CLASSES,0.9361702127659575,0.7546174142480211,0.2144469525959368,0.835646457268079,0.9361702127659575,0.7546174142480211,0.2144469525959368,0.835646457268079,1144,95,78,372,1222,-,-,0.5,SYNONYMY_OR_HYPERNYMY,BabelNet Symbolic
PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,2,-,-,0.5,SYNONYMY_OR_HYPERNYMY,BabelNet Symbolic
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY_OR_HYPERNYMY,BabelNet Symbolic
