Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.8789420142421159,0.32166790766939685,0.07719654647028949,0.47097301717089124,0.8789420142421159,0.32166790766939685,0.07719654647028949,0.47097301717089124,864,152,119,1822,1079,33093203391,00:00:33,0.5,SYNONYMY_OR_HYPERNYMY,WordNet
CLASSES,0.8789420142421159,0.32166790766939685,0.07719654647028949,0.47097301717089124,0.8789420142421159,0.32166790766939685,0.07719654647028949,0.47097301717089124,864,152,119,1822,1079,-,-,0.5,SYNONYMY_OR_HYPERNYMY,WordNet
PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY_OR_HYPERNYMY,WordNet
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY_OR_HYPERNYMY,WordNet
