Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN","# of Correspondences",Time,Time (HH:MM:SS)
ALL,0.09316770186335403,0.7894736842105263,0.5,0.16666666666666666,15,146,4,161,0,00:00:00,-,-,-
CLASSES,0.12371134020618557,0.8571428571428571,0.6,0.21621621621621623,12,85,2,97,-,-,-,-,-
PROPERTIES,0.046875,0.6,0.3333333333333333,0.08695652173913043,3,61,2,64,-,-,-,-,-
INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-,-,-,-
