Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.9668755595344674,0.712401055408971,0.06997742663656885,0.8203570072161034,0.9668755595344674,0.712401055408971,0.06997742663656885,0.8203570072161034,1080,31,37,436,1117,596914608287,00:09:56,0.5,SYNONYMY_OR_HYPERNYMY,Wiktionary
CLASSES,0.968609865470852,0.712401055408971,0.06997742663656885,0.8209806157354618,0.968609865470852,0.712401055408971,0.06997742663656885,0.8209806157354618,1080,31,35,436,1115,-,-,0.5,SYNONYMY_OR_HYPERNYMY,Wiktionary
PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,2,-,-,0.5,SYNONYMY_OR_HYPERNYMY,Wiktionary
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY_OR_HYPERNYMY,Wiktionary
