Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.9149305555555556,0.6952506596306068,0.011286681715575621,0.7901049475262368,0.9149305555555556,0.6952506596306068,0.011286681715575621,0.7901049475262368,1054,5,98,462,1152,6685052096565,01:51:25,0.5,SYNONYMY_OR_HYPERNYMY,AlodClassic_MinConf_0.5
CLASSES,0.9165217391304348,0.6952506596306068,0.011286681715575621,0.7906976744186045,0.9165217391304348,0.6952506596306068,0.011286681715575621,0.7906976744186045,1054,5,96,462,1150,-,-,0.5,SYNONYMY_OR_HYPERNYMY,AlodClassic_MinConf_0.5
PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,2,-,-,0.5,SYNONYMY_OR_HYPERNYMY,AlodClassic_MinConf_0.5
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY_OR_HYPERNYMY,AlodClassic_MinConf_0.5
