Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.7001266746014645,0.5655753825625275,0.0839133089133089,0.6256992466571438,0.690677966101695,0.5344262295081967,0.0784313725490196,0.6025878003696857,163,12,73,142,236,80665665082,00:01:20,0.5,SYNONYMY,Wiktionary
CLASSES,0.8029897351325924,0.6337164545647709,0.10595238095238094,0.708381173059917,0.8042328042328042,0.5868725868725869,0.09322033898305085,0.6785714285714285,152,11,37,107,189,-,-,0.5,SYNONYMY,Wiktionary
PROPERTIES,0.13492063492063494,0.13968253968253969,0.015873015873015872,0.1372602991100101,0.23404255319148937,0.2391304347826087,0.02857142857142857,0.23655913978494622,11,1,36,35,47,-,-,0.5,SYNONYMY,Wiktionary
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY,Wiktionary
