Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.946843853820598,0.7519788918205804,0.2054176072234763,0.838235294117647,0.946843853820598,0.7519788918205804,0.2054176072234763,0.838235294117647,1140,91,64,376,1204,813550060154,00:13:33,0.5,SYNONYMY,BabelNet Symbolic
CLASSES,0.9484193011647255,0.7519788918205804,0.2054176072234763,0.8388520971302428,0.9484193011647255,0.7519788918205804,0.2054176072234763,0.8388520971302428,1140,91,62,376,1202,-,-,0.5,SYNONYMY,BabelNet Symbolic
PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,2,-,-,0.5,SYNONYMY,BabelNet Symbolic
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY,BabelNet Symbolic
