Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.5690373118944548,0.5608228654865387,0.0719017094017094,0.5649002278585374,0.5620689655172414,0.5344262295081967,0.0784313725490196,0.5478991596638656,163,12,127,142,290,58152759543,00:00:58,0.5,SYNONYMY_OR_HYPERNYMY,BabelNet Symbolic
CLASSES,0.7045506081220367,0.6182111626946538,0.0623015873015873,0.6585631067269636,0.6990740740740741,0.583011583011583,0.0847457627118644,0.6357894736842106,151,10,65,108,216,-,-,0.5,SYNONYMY_OR_HYPERNYMY,BabelNet Symbolic
PROPERTIES,0.11666666666666667,0.1634920634920635,0.03968253968253968,0.13616619452313503,0.16216216216216217,0.2608695652173913,0.05714285714285714,0.2,12,2,62,34,74,-,-,0.5,SYNONYMY_OR_HYPERNYMY,BabelNet Symbolic
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY_OR_HYPERNYMY,BabelNet Symbolic
