Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.7311464990036418,0.5259189940380449,0.0,0.6117801075264773,0.7089201877934272,0.49508196721311476,0.0,0.583011583011583,151,0,62,154,213,75858947705,00:01:15,0.5,SYNONYMY_OR_HYPERNYMY,DBpedia
CLASSES,0.855565466279752,0.5866198168666296,0.0,0.6960155023236341,0.8493975903614458,0.5444015444015444,0.0,0.6635294117647059,141,0,25,118,166,-,-,0.5,SYNONYMY_OR_HYPERNYMY,DBpedia
PROPERTIES,0.1222222222222222,0.13015873015873014,0.0,0.12606568832983925,0.2127659574468085,0.21739130434782608,0.0,0.21505376344086022,10,0,37,36,47,-,-,0.5,SYNONYMY_OR_HYPERNYMY,DBpedia
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY_OR_HYPERNYMY,DBpedia
