Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.4767879548306148,0.28294862248696945,0.023869984763839513,0.3551401869158879,0.4767879548306148,0.28294862248696945,0.023869984763839513,0.3551401869158879,760,47,834,1926,1682,67509730728,00:01:07,0.5,SYNONYMY,wiktionary_emb
CLASSES,0.4767879548306148,0.28294862248696945,0.023869984763839513,0.3551401869158879,0.4767879548306148,0.28294862248696945,0.023869984763839513,0.3551401869158879,760,47,834,1926,1682,-,-,0.5,SYNONYMY,wiktionary_emb
PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY,wiktionary_emb
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY,wiktionary_emb
