Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.8150917743031951,0.7908970976253298,0.33860045146726864,0.8028121861399397,0.8150917743031951,0.7908970976253298,0.33860045146726864,0.8028121861399397,1199,150,272,317,1471,0,00:00:00,-,-,-
CLASSES,0.8162014976174268,0.7908970976253298,0.33860045146726864,0.8033500837520938,0.8162014976174268,0.7908970976253298,0.33860045146726864,0.8033500837520938,1199,150,270,317,1469,-,-,-,-,-
PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,2,-,-,-,-,-
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,-,-,-
