Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.13119929059992033,0.5616628052934131,0.12013125763125763,0.21271119331718086,0.1245311327831958,0.5442622950819672,0.13071895424836602,0.2026862026862027,166,20,1167,139,1333,250886304157,00:04:10,0.5,SYNONYMY,wikidata_emb
CLASSES,0.1911543681829628,0.618542976462231,0.12889266817838246,0.2920528087231361,0.1776239907727797,0.5945945945945946,0.1440677966101695,0.2735346358792185,154,17,713,105,867,-,-,0.5,SYNONYMY,wikidata_emb
PROPERTIES,0.02375895973340672,0.20317460317460317,0.0873015873015873,0.04254299940316059,0.02575107296137339,0.2608695652173913,0.08571428571428572,0.04687499999999999,12,3,454,34,466,-,-,0.5,SYNONYMY,wikidata_emb
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY,wikidata_emb
