Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.053352785513600794,0.6473809737632497,0.24546267224838653,0.0985811737525566,0.049606299212598425,0.6196721311475409,0.24183006535947713,0.09185905224787363,189,37,3621,116,3810,0,00:00:00,-,-,-
CLASSES,0.07658726030257579,0.6988361752663812,0.26228269085411937,0.13804573245767784,0.06893787575150301,0.6640926640926641,0.2627118644067797,0.12490922294843863,172,31,2323,87,2495,-,-,-,-,-
PROPERTIES,0.013233454743834649,0.29841269841269835,0.1746031746031746,0.025343043059777547,0.012927756653992395,0.3695652173913043,0.17142857142857143,0.024981631153563555,17,6,1298,29,1315,-,-,-,-,-
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,-,-,-
