Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.5116923054606939,0.6114814835323749,0.17467948717948717,0.557153974071482,0.49577464788732395,0.5770491803278689,0.16339869281045752,0.5333333333333333,176,25,179,129,355,0,00:00:00,-,-,-
CLASSES,0.6393645688402723,0.6686955084797518,0.17142857142857143,0.6537011913711714,0.6183206106870229,0.6254826254826255,0.17796610169491525,0.6218809980806141,162,21,100,97,262,-,-,-,-,-
PROPERTIES,0.1153061224489796,0.22301587301587303,0.11111111111111109,0.1520155112983531,0.15053763440860216,0.30434782608695654,0.11428571428571428,0.20143884892086333,14,4,79,32,93,-,-,-,-,-
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,-,-,-
