Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.9165067178502879,0.3555472822040209,0.1234128999492128,0.5123390557939914,0.9165067178502879,0.3555472822040209,0.1234128999492128,0.5123390557939914,955,243,87,1731,1140,1787397396143,00:29:47,0.5,SYNONYMY_OR_HYPERNYMY,DBpedia
CLASSES,0.9165067178502879,0.3555472822040209,0.1234128999492128,0.5123390557939914,0.9165067178502879,0.3555472822040209,0.1234128999492128,0.5123390557939914,955,243,87,1731,1140,-,-,0.5,SYNONYMY_OR_HYPERNYMY,DBpedia
PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY_OR_HYPERNYMY,DBpedia
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY_OR_HYPERNYMY,DBpedia
