Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.9717948717948718,0.2822040208488459,0.023362112747587607,0.4373918061165609,0.9717948717948718,0.2822040208488459,0.023362112747587607,0.4373918061165609,758,46,22,1928,865,832382122933,00:13:52,0.5,SYNONYMY_OR_HYPERNYMY,Wiktionary
CLASSES,0.9717948717948718,0.2822040208488459,0.023362112747587607,0.4373918061165609,0.9717948717948718,0.2822040208488459,0.023362112747587607,0.4373918061165609,758,46,22,1928,865,-,-,0.5,SYNONYMY_OR_HYPERNYMY,Wiktionary
PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY_OR_HYPERNYMY,Wiktionary
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY_OR_HYPERNYMY,Wiktionary
