Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.15886423942573258,0.5344750709897432,0.06051587301587301,0.24492762596691434,0.1543756145526057,0.5147540983606558,0.058823529411764705,0.23751891074130105,157,9,860,148,1017,41095227141,00:00:41,0.5,SYNONYMY,dbpedia_emb
CLASSES,0.22769437981457838,0.5965158042470889,0.06598639455782312,0.32958412483647026,0.21273516642547033,0.5675675675675675,0.06779661016949153,0.3094736842105263,147,8,544,112,691,-,-,0.5,SYNONYMY,dbpedia_emb
PROPERTIES,0.024753925411820147,0.146031746031746,0.023809523809523808,0.04233211039864296,0.03067484662576687,0.21739130434782608,0.02857142857142857,0.053763440860215055,10,1,316,36,326,-,-,0.5,SYNONYMY,dbpedia_emb
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY,dbpedia_emb
