Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.2807776105530674,0.5693562166260375,0.09403235653235653,0.3760877945258232,0.2687296416938111,0.5409836065573771,0.0915032679738562,0.35908596300326445,165,14,449,140,614,8862111487,00:00:08,0.5,SYNONYMY,alod_emb
CLASSES,0.3604410647831701,0.621409116170476,0.0707482993197279,0.45624346329682924,0.33480176211453744,0.5868725868725869,0.09322033898305085,0.426367461430575,152,11,302,107,454,-,-,0.5,SYNONYMY,alod_emb
PROPERTIES,0.07140411720243653,0.21507936507936506,0.0873015873015873,0.10721422449651773,0.08125,0.2826086956521739,0.08571428571428572,0.1262135922330097,13,3,147,33,160,-,-,0.5,SYNONYMY,alod_emb
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY,alod_emb
