Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.3540041067761807,0.3209233060312733,0.07618080243778567,0.3366529974614333,0.3540041067761807,0.3209233060312733,0.07618080243778567,0.3366529974614333,862,150,1573,1824,2536,2982898831647,00:49:42,0.5,SYNONYMY,wikidata_emb
CLASSES,0.3540041067761807,0.3209233060312733,0.07618080243778567,0.3366529974614333,0.3540041067761807,0.3209233060312733,0.07618080243778567,0.3366529974614333,862,150,1573,1824,2536,-,-,0.5,SYNONYMY,wikidata_emb
PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY,wikidata_emb
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY,wikidata_emb
