Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.5939058171745152,0.7071240105540897,0.03837471783295711,0.6455886781090032,0.5939058171745152,0.7071240105540897,0.03837471783295711,0.6455886781090032,1072,17,733,444,1805,552288497398,00:09:12,0.5,SYNONYMY,dbpedia_emb
CLASSES,0.5945646145313367,0.7071240105540897,0.03837471783295711,0.6459777041277492,0.5945646145313367,0.7071240105540897,0.03837471783295711,0.6459777041277492,1072,17,731,444,1803,-,-,0.5,SYNONYMY,dbpedia_emb
PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,2,-,-,0.5,SYNONYMY,dbpedia_emb
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY,dbpedia_emb
