Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.9355692850838482,0.6992084432717678,0.024830699774266364,0.8003020007550019,0.9355692850838482,0.6992084432717678,0.024830699774266364,0.8003020007550019,1060,11,73,456,1133,488559683599,00:08:08,0.5,SYNONYMY,DBpedia
CLASSES,0.9372236958443855,0.6992084432717678,0.024830699774266364,0.8009066868152624,0.9372236958443855,0.6992084432717678,0.024830699774266364,0.8009066868152624,1060,11,71,456,1131,-,-,0.5,SYNONYMY,DBpedia
PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,2,-,-,0.5,SYNONYMY,DBpedia
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY,DBpedia
