Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.9635555555555556,0.7150395778364116,0.07900677200902935,0.8209011737978038,0.9635555555555556,0.7150395778364116,0.07900677200902935,0.8209011737978038,1084,35,41,432,1125,8325931628,00:00:08,0.5,SYNONYMY,WordNet
CLASSES,0.9652715939447908,0.7150395778364116,0.07900677200902935,0.821523304281925,0.9652715939447908,0.7150395778364116,0.07900677200902935,0.821523304281925,1084,35,39,432,1123,-,-,0.5,SYNONYMY,WordNet
PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,2,-,-,0.5,SYNONYMY,WordNet
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY,WordNet
