Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.8290155440414507,0.4765450483991065,0.2884713052310818,0.6052009456264774,0.8290155440414507,0.4765450483991065,0.2884713052310818,0.6052009456264774,1280,568,264,1406,1681,0,00:00:00,-,-,-
CLASSES,0.8290155440414507,0.4765450483991065,0.2884713052310818,0.6052009456264774,0.8290155440414507,0.4765450483991065,0.2884713052310818,0.6052009456264774,1280,568,264,1406,1681,-,-,-,-,-
PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,-,-,-
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,-,-,-
