Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.967713004484305,0.7117414248021108,0.06772009029345373,0.8202204484986697,0.967713004484305,0.7117414248021108,0.06772009029345373,0.8202204484986697,1079,30,36,437,1115,764723212681,00:12:44,0.5,SYNONYMY,Wiktionary
CLASSES,0.9694519317160827,0.7117414248021108,0.06772009029345373,0.8208444275389881,0.9694519317160827,0.7117414248021108,0.06772009029345373,0.8208444275389881,1079,30,34,437,1113,-,-,0.5,SYNONYMY,Wiktionary
PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,2,-,-,0.5,SYNONYMY,Wiktionary
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY,Wiktionary
