Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN","# of Correspondences",Time,Time (HH:MM:SS)
ALL,0.6363636363636364,0.4666666666666667,0.0,0.5384615384615385,7,4,8,11,0,00:00:00,-,-,-
CLASSES,0.875,0.6363636363636364,0.0,0.7368421052631579,7,1,4,8,-,-,-,-,-
PROPERTIES,0.0,0.0,0.0,0.0,0,3,4,3,-,-,-,-,-
INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-,-,-,-
