Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),http://a.com/matcherThreshold,http://a.com/matcherStrategy,http://a.com/backgroundDataset
ALL,0.4571734261119489,0.5372355206486891,0.020833333333333332,0.4939814839842105,0.4406779661016949,0.5114754098360655,0.032679738562091505,0.4734446130500758,156,5,198,149,354,62383470470,00:01:02,0.5,SYNONYMY_OR_HYPERNYMY,AlodClassic_MinConf_0.5
CLASSES,0.5549160495589068,0.5996337180792886,0.02312925170068027,0.576408888288221,0.5195729537366548,0.5637065637065637,0.0423728813559322,0.5407407407407406,146,5,135,113,281,-,-,0.5,SYNONYMY_OR_HYPERNYMY,AlodClassic_MinConf_0.5
PROPERTIES,0.09149659863945578,0.13015873015873017,0.0,0.10745585190597978,0.136986301369863,0.21739130434782608,0.0,0.1680672268907563,10,0,63,36,73,-,-,0.5,SYNONYMY_OR_HYPERNYMY,AlodClassic_MinConf_0.5
INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-,0.5,SYNONYMY_OR_HYPERNYMY,AlodClassic_MinConf_0.5
